"","RD_NO","DATEOCC","IUCR_CODE","Offense","CLASS","Motivations","CPD.Area","DISTRICT","Community","WARD","DISPOSITION","X","violent_crime"
"988","JF527014","12/29/2022 9:55:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","South",6,"AUBURN GRESHAM",21,"BONA FIDE",NA,1
"989","JG102663","1/2/2023 8:45:00 PM","560","ASSAULT: SIMPLE","D - DISABILITY","ANTI-PHYSICAL DISABILITY","Central",1,"LOOP",4,"BONA FIDE",NA,1
"990","JG104049","1/3/2023 5:00:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",9,"BRIDGEPORT",11,"BONA FIDE",NA,0
"991","JG107458","1/6/2023 10:00:00 PM","1310","CRIMINAL DAMAGE: TO PROPERTY","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",16,"JEFFERSON PARK",45,"BONA FIDE",NA,0
"992","JG107565","1/7/2023 11:33:00 AM","430","BATTERY: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY"," ANTI-AMERICAN INDIAN ALASKAN NATIVE","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
"993","JG109802","10/1/2022 12:01:00 AM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","Central",8,"GAGE PARK",16,"BONA FIDE",NA,0
"994","JG110083","1/7/2023 11:30:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"LINCOLN PARK",43,"BONA FIDE",NA,1
"995","JG110283","1/9/2023 7:45:00 PM","820","THEFT: $500 AND UNDER","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"996","JG110762","1/10/2023 10:00:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",25,"HERMOSA",26,"BONA FIDE",NA,1
"997","JG110762","1/10/2023 10:00:00 AM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",25,"HERMOSA",26,"BONA FIDE",NA,1
"998","JG112772","1/11/2023 7:00:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"999","JG112935","1/11/2023 11:50:00 PM","1320","CRIMINAL DAMAGE: TO VEHICLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1000","JG112959","1/11/2023 11:47:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"1001","JG114347","1/12/2023 7:00:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","B - RELIGION"," ANTI-JEWISH","North",14,"HUMBOLDT PARK",26,"BONA FIDE",NA,0
"1002","JG118605","1/16/2023 5:45:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
"1003","JG122545","1/19/2023 3:40:00 PM","530","ASSAULT: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",18,"LINCOLN PARK",43,"BONA FIDE",NA,1
"1004","JG123097","1/20/2023 12:10:00 PM","520","ASSAULT: AGGRAVATED - KNIFE / CUTTING INSTRUMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"1005","JG123584","1/20/2023 7:30:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",1,"LOOP",4,"BONA FIDE",NA,1
"1006","JG124026","1/21/2023 6:00:00 AM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",9,"BRIGHTON PARK",15,"BONA FIDE",NA,1
"1007","JG129983","1/26/2023 8:30:00 AM","051A","ASSAULT: AGGRAVATED - HANDGUN","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",17,"IRVING PARK",39,"BONA FIDE",NA,1
"1008","JG130093","1/26/2023 6:00:00 AM","1375","CRIMINAL DAMAGE: INSTITUTIONAL VANDALISM","B - RELIGION"," ANTI-EASTERN ORTHODOX","Central",12,"WEST TOWN",2,"BONA FIDE",NA,0
"1009","JG130101","1/26/2023 10:30:00 AM","530","ASSAULT: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",20,"EDGEWATER",40,"BONA FIDE",NA,1
"1010","JG130216","1/18/2023 9:00:00 PM","051A","ASSAULT: AGGRAVATED - HANDGUN","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","",NA,"",19,"BONA FIDE",NA,1
"1011","JG139648","2/1/2023 4:00:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
"1012","JG141524","2/5/2023 12:00:00 PM","440","BATTERY: AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",1,"NEAR WEST SIDE",28,"BONA FIDE",NA,1
"1013","JG142751","2/6/2023 1:29:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1014","JG143086","1/9/2023 3:20:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",17,"IRVING PARK",35,"BONA FIDE",NA,1
"1015","JG144331","2/7/2023 4:30:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,1
"1016","JG147821","2/10/2023 2:40:00 PM","5000","OTHER OFFENSE: OTHER CRIME AGAINST PERSON","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,0
"1017","JG149905","2/12/2023 11:08:00 AM","2820","OTHER OFFENSE: TELEPHONE THREAT","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","Central",8,"WEST LAWN",13,"BONA FIDE",NA,0
"1018","JG150426","2/12/2023 12:00:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LAKE VIEW",47,"BONA FIDE",NA,1
"1019","JG151342","1/31/2023 8:05:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",16,"PORTAGE PARK",31,"BONA FIDE",NA,0
"1020","JG152512","1/19/2023 3:00:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",12,"WEST TOWN",27,"BONA FIDE",NA,0
"1021","JG153353","2/9/2023 12:00:00 PM","1375","CRIMINAL DAMAGE: INSTITUTIONAL VANDALISM","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1022","JG155169","2/16/2023 5:41:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","Central",9,"GAGE PARK",14,"BONA FIDE",NA,1
"1023","JG155998","2/16/2023 10:35:00 AM","495","BATTERY: AGGRAVATED OF A SENIOR CITIZEN","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",16,"PORTAGE PARK",45,"BONA FIDE",NA,1
"1024","JG157485","2/18/2023 4:20:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",16,"OHARE",41,"BONA FIDE",NA,1
"1025","JG160372","2/21/2023 7:29:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",12,"NEAR WEST SIDE",28,"BONA FIDE",NA,0
"1026","JG161471","2/22/2023 6:45:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ARAB","South",22,"WASHINGTON HEIGHTS",34,"BONA FIDE",NA,1
"1027","JG163253","2/23/2023 3:00:00 PM","1340","CRIMINAL DAMAGE: TO STATE SUPPORTED PROPERTY","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",1,"LOOP",42,"BONA FIDE",NA,0
"1028","JG163311","2/23/2023 3:00:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",3,"GREATER GRAND CROSSING",5,"BONA FIDE",NA,1
"1029","JG169543","2/28/2023 10:40:00 AM","1320","CRIMINAL DAMAGE: TO VEHICLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",2,"WASHINGTON PARK",3,"BONA FIDE",NA,0
"1030","JG171165","3/1/2023 8:04:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1031","JG171354","3/2/2023 8:11:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",9,"NEW CITY",20,"BONA FIDE",NA,1
"1032","JG171482","2/25/2023 12:00:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","Central",8,"WEST LAWN",18,"BONA FIDE",NA,1
"1033","JG172981","3/3/2023 9:10:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",17,"IRVING PARK",35,"BONA FIDE",NA,1
"1034","JG173740","3/4/2023 1:00:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","Central",8,"CHICAGO LAWN",17,"BONA FIDE",NA,0
"1035","JG175984","3/6/2023 2:00:00 PM","3960","INTIMIDATION: INTIMIDATION","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",8,"CHICAGO LAWN",23,"BONA FIDE",NA,0
"1036","JG177201","2/6/2023 3:00:00 PM","530","ASSAULT: AGGRAVATED - OTHER DANGEROUS WEAPON","B - RELIGION"," ANTI-JEWISH","North",14,"WEST TOWN",32,"BONA FIDE",NA,1
"1037","JG180541","1/27/2023 11:00:00 AM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-JEWISH","North",20,"EDGEWATER",48,"BONA FIDE",NA,1
"1038","JG183881","11/3/2022 5:00:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",27,"BONA FIDE",NA,1
"1039","JG185693","3/14/2023 6:18:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",17,"IRVING PARK",33,"BONA FIDE",NA,1
"1040","JG187926","3/15/2023 6:53:00 PM","1570","SEX OFFENSE: PUBLIC INDECENCY","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","South",22,"MORGAN PARK",19,"BONA FIDE",NA,0
"1041","JG191030","3/16/2023 12:39:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",11,"HUMBOLDT PARK",26,"BONA FIDE",NA,0
"1042","JG191959","1/17/2023 8:28:00 AM","460","BATTERY: SIMPLE","B - RELIGION","ANTI-MULTIPLE RELIGIONS/GROUPS","North",16,"DUNNING",38,"BONA FIDE",NA,1
"1043","JG194761","3/22/2023 11:29:00 AM","1310","CRIMINAL DAMAGE: TO PROPERTY","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",24,"ROGERS PARK",49,"BONA FIDE",NA,0
"1044","JG201376","3/27/2023 6:51:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",1,"LOOP",42,"BONA FIDE",NA,1
"1045","JG201626","3/27/2023 7:00:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
"1046","JG204907","3/27/2023 5:00:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","South",7,"WEST ENGLEWOOD",16,"BONA FIDE",NA,1
"1047","JG207269","4/1/2023 1:57:00 PM","1320","CRIMINAL DAMAGE: TO VEHICLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",14,"HUMBOLDT PARK",26,"BONA FIDE",NA,0
"1048","JG208464","4/2/2023 2:57:00 PM","560","ASSAULT: SIMPLE","B - RELIGION","ANTI-ISLAMIC/MUSLIM","North",17,"IRVING PARK",45,"BONA FIDE",NA,1
"1049","JG208525","4/2/2023 2:10:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","South",6,"AUBURN GRESHAM",18,"UNFOUNDED",NA,1
"1050","JG208655","4/2/2023 5:29:00 PM","051A","ASSAULT: AGGRAVATED - HANDGUN","B - RELIGION","ANTI-ISLAMIC/MUSLIM","North",17,"IRVING PARK",45,"BONA FIDE",NA,1
"1051","JG209642","4/3/2023 10:00:00 AM","2890","PUBLIC PEACE VIOLATION: OTHER VIOLATION","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","North",19,"LAKE VIEW",46,"BONA FIDE",NA,0
"1052","JG211058","4/3/2023 3:00:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"1053","JG211708","4/2/2023 7:26:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","B - RELIGION"," ANTI-JEWISH","North",25,"AVONDALE",31,"BONA FIDE",NA,0
"1054","JG213493","4/6/2023 12:30:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","B - RELIGION","ANTI-ISLAMIC/MUSLIM","North",20,"UPTOWN",47,"BONA FIDE",NA,0
"1055","JG214759","4/7/2023 9:20:00 PM","340","ROBBERY: ATTEMPT STRONG ARM - NO WEAPON","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"LAKE VIEW",46,"UNDETERMINED",NA,1
"1056","JG215474","4/8/2023 2:00:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",10,"NORTH LAWNDALE",22,"UNFOUNDED",NA,1
"1057","JG215511","4/7/2023 8:00:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",16,"OHARE",41,"BONA FIDE",NA,1
"1058","JG217598","4/10/2023 11:01:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,0
"1059","JG218069","4/10/2023 4:40:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",25,"HERMOSA",26,"BONA FIDE",NA,1
"1060","JG218700","4/11/2023 7:49:00 AM","484","BATTERY: PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",12,"LOWER WEST SIDE",25,"BONA FIDE",NA,1
"1061","JG220292","4/12/2023 10:05:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",24,"ROGERS PARK",49,"BONA FIDE",NA,0
"1062","JG220758","4/12/2023 4:45:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",16,"PORTAGE PARK",45,"BONA FIDE",NA,1
"1063","JG225124","4/15/2023 11:39:00 PM","1477","WEAPONS VIOLATION: RECKLESS FIREARM DISCHARGE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-AMERICAN INDIAN ALASKAN NATIVE","North",25,"AUSTIN",37,"UNDETERMINED",NA,0
"1064","JG227115","4/17/2023 3:15:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",17,"ALBANY PARK",33,"BONA FIDE",NA,1
"1065","JG228356","4/18/2023 3:21:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-AMERICAN INDIAN ALASKAN NATIVE","South",7,"ENGLEWOOD",6,"UNDETERMINED",NA,1
"1066","JG230519","4/20/2023 7:00:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"1067","JG236830","4/10/2023 3:30:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LINCOLN PARK",43,"BONA FIDE",NA,1
"1068","JG237049","4/24/2023 3:30:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",9,"BRIDGEPORT",11,"BONA FIDE",NA,1
"1069","JG238298","4/26/2023 4:20:00 PM","560","ASSAULT: SIMPLE","F - GENDER IDENTITY"," ANTI-TRANSGENDER","North",25,"AUSTIN",37,"BONA FIDE",NA,1
"1070","JG238663","4/20/2023 10:30:00 PM","560","ASSAULT: SIMPLE","B - RELIGION","ANTI-ISLAMIC/MUSLIM","North",16,"PORTAGE PARK",45,"BONA FIDE",NA,1
"1071","JG238956","4/27/2023 8:10:00 AM","530","ASSAULT: AGGRAVATED - OTHER DANGEROUS WEAPON","B - RELIGION","ANTI-MULTIPLE RELIGIONS/GROUPS","North",24,"WEST RIDGE",50,"BONA FIDE",NA,1
"1072","JG243988","5/1/2023 1:07:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",12,"NEAR WEST SIDE",28,"BONA FIDE",NA,0
"1073","JG243988","5/1/2023 1:07:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN","Central",12,"NEAR WEST SIDE",28,"BONA FIDE",NA,0
"1074","JG245492","5/1/2023 2:23:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",1,"LOOP",34,"BONA FIDE",NA,0
"1075","JG245492","5/1/2023 2:23:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","F - GENDER IDENTITY"," ANTI-TRANSGENDER","Central",1,"LOOP",34,"BONA FIDE",NA,0
"1076","JG245515","5/2/2023 8:30:00 AM","051A","ASSAULT: AGGRAVATED - HANDGUN","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","Central",2,"FULLER PARK",20,"BONA FIDE",NA,1
"1077","JG245999","5/3/2023 1:15:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",16,"EDISON PARK",41,"BONA FIDE",NA,1
"1078","JG245999","5/3/2023 1:15:00 AM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",16,"EDISON PARK",41,"BONA FIDE",NA,1
"1079","JG247859","5/4/2023 8:00:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",9,"ARMOUR SQUARE",11,"BONA FIDE",NA,1
"1080","JG249555","5/5/2023 2:00:00 AM","530","ASSAULT: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",8,"CLEARING",13,"BONA FIDE",NA,1
"1081","JG252992","5/6/2023 6:57:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",9,"BRIDGEPORT",11,"BONA FIDE",NA,1
"1082","JG254353","5/9/2023 3:44:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",12,"NEAR WEST SIDE",28,"BONA FIDE",NA,0
"1083","JG256101","5/11/2023 3:58:00 AM","440","BATTERY: AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",16,"JEFFERSON PARK",45,"BONA FIDE",NA,1
"1084","JG256811","5/10/2023 7:00:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",17,"ALBANY PARK",33,"BONA FIDE",NA,1
"1085","JG260434","5/14/2023 2:00:00 AM","430","BATTERY: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LAKE VIEW",46,"BONA FIDE",NA,1
"1086","JG260658","5/14/2023 7:00:00 PM","530","ASSAULT: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",9,"ARMOUR SQUARE",11,"BONA FIDE",NA,1
"1087","JG261088","5/15/2023 8:37:00 AM","470","PUBLIC PEACE VIOLATION: RECKLESS CONDUCT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"NORTH CENTER",47,"BONA FIDE",NA,0
"1088","JG261297","5/15/2023 8:55:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","Central",1,"LOOP",4,"BONA FIDE",NA,1
"1089","JG266114","5/17/2023 12:00:00 PM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-OTHER RELIGION","South",4,"SOUTH SHORE",7,"BONA FIDE",NA,1
"1090","JG267796","5/20/2023 10:20:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,1
"1091","JG268137","5/6/2023 5:16:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",9,"GAGE PARK",14,"BONA FIDE",NA,0
"1092","JG269361","5/20/2023 8:30:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",19,"LAKE VIEW",46,"BONA FIDE",NA,0
"1093","JG273514","4/14/2023 6:00:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","B - RELIGION"," ANTI-JEWISH","North",17,"ALBANY PARK",33,"BONA FIDE",NA,0
"1094","JG273594","5/24/2023 3:51:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"LAKE VIEW",47,"BONA FIDE",NA,1
"1095","JG276191","5/26/2023 2:30:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","North",14,"LOGAN SQUARE",32,"BONA FIDE",NA,0
"1096","JG277318","5/6/2023 12:00:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",20,"EDGEWATER",40,"BONA FIDE",NA,0
"1097","JG277745","5/27/2023 9:01:00 PM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-SIKH","North",20,"UPTOWN",47,"BONA FIDE",NA,1
"1098","JG278396","5/28/2023 12:45:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",8,"ASHBURN",18,"BONA FIDE",NA,0
"1099","JG280717","5/30/2023 11:00:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",20,"EDGEWATER",48,"BONA FIDE",NA,1
"1100","JG281018","5/24/2023 11:36:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",20,"EDGEWATER",48,"BONA FIDE",NA,0
"1101","JG282526","5/31/2023 3:30:00 PM","486","BATTERY: DOMESTIC BATTERY SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LINCOLN PARK",43,"BONA FIDE",NA,1
"1102","JG283757","6/1/2023 2:00:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,1
"1103","JG284014","6/1/2023 1:30:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
